OTU,Sample,Abundance,SampleID,Study_group,PigID,Group,Cohort,Gender,Age_days,Age_week,Housing_facility,Housing_facility1,Sampling,sampling1,TimePre_PosPart,pre_post_delivery,plain_mac,mac.tet,mac.cef,mac.gen,mac.sulfa,mac.amp,mac.strep,mac.azthr,mac.chl,plain_Ent,Ent.tet,Ent.nal,Ent.gen,ENT.tylo,Ent.ery,Ent.linco,Ent.len,Ent.nitrof,Ent.pen,Ent.strep,log10.16s,log10tetAcopies.gram,log10ctxmcopies.gram1.1,Raw_ASVcount,RawInput,From_Cutadapt,Dada2filtered,percentage_inputpassedfilter,denoised,merged,percentage.of.input.merged,non.chimeric,percentage.of.input.non.chimeric,Length_filtered_Counts,input_newdada2,filtered_newdada2,denoisedF_newdada2,denoisedR_newdada2,merged_newdada2,nonchim_newdada2,X.retained_newdada2,S.Name.DMM,assignment_all_dmm_sow,assignment_all_dmm_sow_rearrange,Kingdom,Phylum,Class,Order,Family,Genus,plotabun7
ASV7,VV078,0,VV078.A6,Breeder_sows,366,366.T1,2,,21,3,Segregated Early Weaning (SEW) barn,First growing,At the time of purchase/entering 1st growing facility,Growing,-47,NA,6.842392147,6.470781077,5.261024834,6.444452138,5.482873584,6.111237459,0,5.297541668,5.177247836,6.187625805,5.09420412,4.783903579,3.982271233,4.783903579,4.546542663,4.505149978,0,4.10720997,4.88536122,0,10.45612959,7.594093394,6.150901414,559,824,774,703,90.83,647,559,72.22,559,72.22,559,824,747,692,675,586,586,0.711165049,VV078,4,1,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,no
ASV685,VV122,144.367043,VV122.E2,Breeder_sows,296,296.T7,1,F,343,49,Breeding barn,Breeding,1 week prior to moving to farrowing house – Parity 1 ,Breeding_Gestation,-1,NA,6.84,5.74,4.35,4.58,5.52,5.83,0,4.86,4.23,6.46,5.54,4.18,3.81,3.94,3.94,3.75,0,0,3.81,0,10.4,5.65,5.87,88282,145031,135965,127372,93.68,124992,112847,83,88284,64.93,88282,145031,133603,130489,129551,112353,93903,0.647468472,VV122,3,3,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV074,77.12418301,VV074.A2,Breeder_sows,296,296.T1,1,F,21,3,Segregated Early Weaning (SEW) barn,First growing,At the time of purchase/entering 1st growing facility,Growing,-47,NA,6.61,6.32,5.27,6.34,5.54,6.28,0,4.72,4.61,6.84,6.61,5.18,5.46,4.81,5.07,4.98,0,0,4.89,0,10.81,8.06,6.35,91618,130784,122738,115052,93.74,113964,107334,87.45,91624,74.65,91618,130784,121382,119955,119143,108748,97178,0.743041962,VV074,4,1,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV073,34.08606732,VV073.A1,Breeder_sows,292,292.T1,1,F,21,3,Segregated Early Weaning (SEW) barn,First growing,At the time of purchase/entering 1st growing facility,Growing,-47,NA,6.84,6.64,5.24,6.28,5.42,6.26,0,4.98,4.2,6.35,6.05,4.69,4.28,4.48,4.61,4.74,0,3.38,4.58,0,11.02,6.73,1,27330,34519,31297,29168,93.2,28855,27511,87.9,27332,87.33,27330,34519,31843,31480,31025,29714,29573,0.856716591,VV073,4,1,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV075,31.8642665,VV075.A3,Breeder_sows,389,389.T1,1,F,21,3,Segregated Early Weaning (SEW) barn,First growing,At the time of purchase/entering 1st growing facility,Growing,-47,NA,6.56,6.2,5.18,6.3,5.52,6.52,0,4.83,4.38,6.15,6.28,4.67,5.27,4.67,4.78,4.78,0,3.38,0,0,10.74,6.47,6.64,97944,148671,138468,130031,93.91,127765,115086,83.11,97949,70.74,97944,148671,138336,135568,133903,118404,105234,0.707831386,VV075,4,1,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV113,31.55555556,VV113.D5,Breeder_sows,292,292.T6,1,F,224,32,Breeding barn,Breeding,At first mating – Parity 1 ,Breeding_Gestation,-18,NA,6.85,5.44,0,4.46,5.58,5.47,5.34,4.84,0,6.43,6.21,4.11,4.11,3.2,3.2,0,0,3.6,4.2,4.46,9.8,5.89,6.03,87530,145914,135664,127669,94.11,125144,110185,81.22,87537,64.52,87530,145914,135589,132639,130493,112082,94330,0.646476692,VV113,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV140,25.02844141,VV140.F8,Breeder_sows,391,391.T9,1,F,371,53,Farrowing barn,Farrowing,On the day finishing weaning/separation from litter  – Parity 1 ,Postpartum,3,NA,6.83,6.54,0,0,4.41,4.48,0,4.66,4.53,6.21,5.77,4.45,0,0,0,4.58,0,0,0,4.02,9.76,5.21,5.43,96548,149635,136858,128593,93.96,126533,115572,84.45,96552,70.55,96548,149635,137323,134789,133148,119033,104236,0.696601731,VV140,3,3,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV077,22.99331104,VV077.A5,Breeder_sows,363,363.T1,2,F,21,3,Segregated Early Weaning (SEW) barn,First growing,At the time of purchase/entering 1st growing facility,Growing,-47,NA,7,6.7,5.55,6.83,5.39,6,2.2,5.63,5.47,6.65,6.08,5.14,4.28,5.17,5.11,5.2,0,0,4.74,4.28,10.23,7.14,6.07,98062,143400,135025,126533,93.71,125104,117194,86.79,98069,72.63,98062,143400,132857,130914,129590,118417,103335,0.720606695,VV077,4,1,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV139,21.71814672,VV139.F7,Breeder_sows,389,389.T9,1,F,371,53,Farrowing barn,Farrowing,On the day finishing weaning/separation from litter  – Parity 1 ,Postpartum,3,NA,6.63,6.47,4.56,3.9,4.46,4.35,0,4.46,4.46,5.88,5.26,4.08,0,0,0,4.86,0,3.9,0,3.86,10.16,5.8,5.63,99970,165092,151474,140935,93.04,138531,125111,82.6,99978,66,99970,165092,150426,147264,145372,127188,108038,0.654410874,VV139,3,3,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV080,21.71700034,VV080.A8,Breeder_sows,379,379.T1,2,F,21,3,Segregated Early Weaning (SEW) barn,First growing,At the time of purchase/entering 1st growing facility,Growing,-47,NA,6.69,5.72,4.68,6.35,4.78,6.78,0,5.62,5.12,6.06,4.7,5.49,3.51,5.55,4.55,5,0,0,4.41,0,10.56,6.79,6.15,70637,85086,79609,73554,92.39,73018,71316,89.58,70637,88.73,70637,85086,78117,76864,76184,74326,73800,0.867357732,VV080,4,1,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV130,14.50610177,VV130.E10,Breeder_sows,296,296.T8,1,F,350,50,Farrowing barn,Farrowing,On the day of parturition – Parity 1 ,Parturition,0,NA,6.74,5.53,4.55,4.41,4.94,5.52,5.14,3.68,4.05,6.44,6.28,4.72,4.41,4.35,4.33,4.16,0,3.98,0,0,10.41,5.74,5.66,95141,142549,134302,125940,93.77,124091,113725,84.68,95145,70.84,95141,142549,131813,129388,127957,114525,100471,0.704817291,VV130,3,3,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV138,13.03453007,VV138.F6,Breeder_sows,296,296.T9,1,F,371,53,Farrowing barn,Farrowing,On the day finishing weaning/separation from litter  – Parity 1 ,Postpartum,3,NA,6.65,5.54,3.2,0,0,4.6,0,0,4.6,5.84,3.79,3.51,0,0,0,4.94,0,0,0,3.2,9.64,6.91,6.03,100618,169281,154001,144652,93.93,142097,128342,83.34,100622,65.34,100618,169281,155246,151954,150096,131886,109368,0.646073688,VV138,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV137,13.00740076,VV137.F5,Breeder_sows,292,292.T9,1,F,371,53,Farrowing barn,Farrowing,On the day finishing weaning/separation from litter  – Parity 1 ,Postpartum,3,NA,6.81,6.18,0,0,0,4.52,0,4.51,0,5.85,0,0,0,0,3.38,4.75,0,4.37,0,4.16,9.17,6.82,5.91,90280,147395,135004,126678,93.83,124450,112911,83.64,90282,66.87,90280,147395,135043,132097,130474,115191,97420,0.66094508,VV137,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV134,10.57501652,VV134.F2,Breeder_sows,366,366.T8,2,F,350,50,Farrowing barn,Farrowing,On the day of parturition – Parity 1 ,Parturition,0,NA,6.86,5.81,0,3.81,4.2,0,5.22,3.81,0,6.47,5.63,4.2,3.81,4.2,4.58,4.2,0,3.81,0,0,9.91,5.48,6.34,82597,141990,131039,122897,93.79,119828,103547,79.02,82599,63.03,82597,141990,130982,127324,125230,104468,89524,0.630495105,VV134,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV076,9.683666882,VV076.A4,Breeder_sows,391,391.T1,1,F,21,3,Segregated Early Weaning (SEW) barn,First growing,At the time of purchase/entering 1st growing facility,Growing,-47,NA,6.88,6.65,5.46,0,5.5,6.35,2.2,4.98,4.64,6.54,6.39,4.72,4.95,4.58,4.66,4.59,0,0,4.46,0,10.88,7.48,6.39,105019,162638,151817,141337,93.1,138906,125679,82.78,105029,69.18,105019,162638,149808,146614,143694,126437,111605,0.686217243,VV076,4,1,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV133,9.355297946,VV133.F1,Breeder_sows,363,363.T8,2,F,350,50,Farrowing barn,Farrowing,On the day of parturition – Parity 1 ,Parturition,0,NA,6.87,5.8,0,4.46,4.58,4.2,5.17,4.55,0,6.32,5.98,5.3,4.46,4.55,4.51,4.46,0,4.51,0,0,9.67,5.37,5.97,87241,143601,130753,122220,93.47,119253,104328,79.79,87244,66.72,87241,143601,130898,127424,125356,107003,94713,0.659556688,VV133,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV141,8.884859474,VV141.F9,Breeder_sows,363,363.T9,2,F,371,53,Farrowing barn,Farrowing,On the day finishing weaning/separation from litter  – Parity 1 ,Postpartum,3,NA,6.94,6.32,3.51,0,4.11,4.58,0,4.48,0,6.34,6.06,0,0,5.2,4.82,4.41,0,0,0,0,10.11,5.22,5.97,99124,162322,147627,138116,93.56,135173,119109,80.68,99133,67.15,99124,162322,148311,144649,142091,121991,108081,0.665843201,VV141,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV142,8.283567713,VV142.F10,Breeder_sows,366,366.T9,2,F,371,53,Farrowing barn,Farrowing,On the day finishing weaning/separation from litter  – Parity 1 ,Postpartum,3,NA,6.91,6.4,3.51,0,4.2,4.41,0,4.28,0,6.27,6.05,0,0,4.69,4.8,4.35,0,3.6,0,4.28,9.88,5.46,5.66,82419,134822,122897,115324,93.84,112883,98334,80.01,82431,67.07,82419,134822,124314,121318,119000,101303,90306,0.669816499,VV142,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV089,8.192771084,VV089.B5,Breeder_sows,292,292.T3,1,F,70,10,Segregated Early Weaning (SEW) barn,First growing,1 day prior to moving to 2nd growing facility,Growing,-40,NA,6.35,0,0,4.51,5.35,4.76,5.41,4.61,3.51,6.33,6.17,4.66,4.46,3.2,4.18,4.61,0,3.94,4.71,4.28,10.49,5.51,5.71,101066,159394,144670,135313,93.53,133040,118910,82.19,101068,69.86,101066,159394,146935,144025,142099,125048,110846,0.695421409,VV089,3,3,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV135,8.038235933,VV135.F3,Breeder_sows,369,369.T8,2,F,350,50,Farrowing barn,Farrowing,On the day of parturition – Parity 1 ,Parturition,0,NA,6.66,5.71,4.2,3.51,0,0,0,4.11,4.51,6.47,5.44,4.28,0,3.81,3.98,4.11,0,4.46,0,0,10.34,5.61,5.4,88558,143913,132832,124778,93.94,121968,107636,81.03,88567,66.68,88558,143913,132510,129152,126940,108578,95292,0.662150049,VV135,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV096,7.063572149,VV096.B12,Breeder_sows,379,379.T3,2,F,70,10,Segregated Early Weaning (SEW) barn,First growing,1 day prior to moving to 2nd growing facility,Growing,-40,NA,6.61,5.48,4.51,0,4.78,5.28,5.42,0,0,6.35,5,3.81,0,4.46,0,4.11,0,4.11,0,3.81,9.97,5.34,1,NA,152090,142733,133429,93.48,131310,117949,82.64,94417,66.15,94415,152090,140438,137908,136319,118956,100683,0.661996186,VV096,2,2,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV144,6.640106242,VV144.F12,Breeder_sows,379,379.T9,2,F,371,53,Farrowing barn,Farrowing,On the day finishing weaning/separation from litter  – Parity 1 ,Postpartum,3,NA,6.72,6.42,4.33,0,3.9,4.13,0,3.98,4.35,5.47,5.7,4.23,0,4.38,4.51,4.67,0,3.86,0,0,10.33,5.38,5.94,90257,151880,138022,129385,93.74,126499,110031,79.72,90269,65.4,90257,151880,139766,136376,133509,113621,99241,0.653417171,VV144,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV093,6.483600305,VV093.B9,Breeder_sows,363,363.T3,2,F,70,10,Segregated Early Weaning (SEW) barn,First growing,1 day prior to moving to 2nd growing facility,Growing,-40,NA,6.66,5.54,0,0,0,5.37,0,4.11,0,6.59,6.09,5.25,0,0,3.81,4.46,0,0,0,0,9.93,5.37,1,95326,169092,157605,146946,93.24,144076,126788,80.45,100381,63.69,100372,169092,155419,151730,149826,127480,106820,0.631727107,VV093,2,2,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV126,4.370629371,VV126.E6,Breeder_sows,366,366.T7,2,F,343,49,Breeding barn,Breeding,1 week prior to moving to farrowing house – Parity 1 ,Breeding_Gestation,-1,NA,6.69,5.68,0,4.11,4.83,5.39,5.22,5.22,4.11,6.52,5.35,0,0,0,0,0,0,0,0,0,9.92,5.19,5.9,109456,177098,162649,151644,93.23,149305,134908,82.94,109458,67.3,109456,177098,162012,158745,157331,138504,117794,0.665134558,VV126,3,3,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV143,4.366812227,VV143.F11,Breeder_sows,369,369.T9,2,F,371,53,Farrowing barn,Farrowing,On the day finishing weaning/separation from litter  – Parity 1 ,Postpartum,3,NA,6.89,6.7,4.75,0,4.25,4.16,0,4.52,4.33,6.08,5.79,4.47,0,4.72,4.64,4.52,0,0,0,0,10.33,5.15,5.93,84845,130335,119483,112058,93.79,110140,98431,82.38,84845,71.01,84845,130335,120035,117466,115644,101567,91707,0.703625273,VV143,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV099,4.270622612,VV099.C3,Breeder_sows,389,389.T4,1,F,84,12,Gestation barn,Second growing,2 weeks after entry to 2nd growing facility,Growing,-38,NA,6.63,5.58,3.98,0,4.71,3.98,4.58,0,3.2,6.63,5.95,4.11,0,4.86,4.16,4.86,0,0,0,3.81,10.15,5.45,5.91,100491,160077,149133,138578,92.92,136178,122648,82.24,100498,67.39,100491,160077,146641,143651,142034,124522,107313,0.670383628,VV099,3,3,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV124,4.207305412,VV124.E4,Breeder_sows,391,391.T7,1,F,343,49,Breeding barn,Breeding,1 week prior to moving to farrowing house – Parity 1 ,Breeding_Gestation,-1,NA,6.88,5.8,4.76,4.35,5.42,5.07,5.37,4.66,0,6.46,5.51,0,4.11,0,0,0,0,0,0,0,9.32,6.46,6.02,98125,158383,148658,139750,94.01,136634,120702,81.19,98129,66.01,98125,158383,147100,143602,141671,121721,105325,0.665001926,VV124,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV123,3.927986907,VV123.E3,Breeder_sows,389,389.T7,1,F,343,49,Breeding barn,Breeding,1 week prior to moving to farrowing house – Parity 1 ,Breeding_Gestation,-1,NA,6.89,5.88,4.85,0,4.35,5.11,4.83,3.9,0,6.44,5.51,4.43,0,0,3.2,4.23,0,3.2,3.81,0,9.82,5.75,5.79,105001,164945,155100,145945,94.1,143382,126036,81.26,105009,67.7,105001,164945,153662,150329,147595,127199,112124,0.679765983,VV123,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV136,3.768345894,VV136.F4,Breeder_sows,379,379.T8,2,F,350,50,Farrowing barn,Farrowing,On the day of parturition – Parity 1 ,Parturition,0,NA,6.67,5.75,4.2,0,5.58,5.57,5.25,5.18,0,6.63,6.18,5.25,0,3.81,3.98,0,0,0,0,0,10.46,5.75,5.84,87407,146094,134170,126230,94.08,123571,108051,80.53,87411,65.15,87407,146094,134928,131454,128820,109327,94388,0.646077183,VV136,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV103,3.746097815,VV103.C7,Breeder_sows,369,369.T4,2,F,84,12,Gestation barn,Second growing,2 weeks after entry to 2nd growing facility,Growing,-38,NA,6.59,5.34,3.51,0,4.65,0,4.83,4.11,0,6.56,0,0,3.51,4.62,4.74,0,0,0,0,0,9.93,6.68,1,108044,177228,167064,155871,93.3,153236,138393,82.84,108046,64.67,108044,177228,163647,160322,158682,138501,115165,0.649812671,VV103,2,2,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV112,3.706277508,VV112.D4,Breeder_sows,379,379.T5,2,F,154,22,Gestation barn,Second growing,1 day prior to moving to sows barn,Growing,-28,NA,6.81,5.42,3.81,4.11,3.98,4.28,0,0,0,6.46,5.6,4.2,3.81,4.62,4.46,3.98,0,0,0,4.46,10.37,6.4,6.06,102516,167218,154970,144705,93.38,142360,129389,83.49,102516,66.15,102516,167218,153913,150959,149615,131753,110322,0.659749548,VV112,2,2,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV104,3.63080451,VV104.C8,Breeder_sows,379,379.T4,2,F,84,12,Gestation barn,Second growing,2 weeks after entry to 2nd growing facility,Growing,-38,NA,6.56,5.3,0,4.46,0,0,0,4.85,0,6.35,0,4.55,0,4.58,3.81,4.58,0,0,0,0,10.54,5.53,5.94,104335,172025,159644,148758,93.18,146325,131914,82.63,104344,65.36,104335,172025,157458,154360,152464,133020,111684,0.649231216,VV104,2,2,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV125,3.213367609,VV125.E5,Breeder_sows,363,363.T7,2,F,343,49,Breeding barn,Breeding,1 week prior to moving to farrowing house – Parity 1 ,Breeding_Gestation,-1,NA,6.65,5.71,0,4.71,5.34,4.65,5.01,5.3,0,6.46,5.17,4.28,0,3.51,0,3.81,0,4.11,0,0,9.66,5.2,5.38,99409,170028,159293,149301,93.73,146294,129413,81.24,99418,62.41,99409,170028,157368,153675,151151,128955,105780,0.622132825,VV125,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV094,3.15084679,VV094.B10,Breeder_sows,366,366.T3,2,F,70,10,Segregated Early Weaning (SEW) barn,First growing,1 day prior to moving to 2nd growing facility,Growing,-40,NA,6.59,4.94,4.35,4.46,0,4.71,4.58,3.98,0,6.49,5.76,4.89,4.11,0,4.51,3.81,0,0,0,4.65,10.32,5.49,1,95657,156873,146894,137550,93.64,135407,121675,82.83,95328,64.9,95326,156873,145344,142699,140553,121671,102092,0.650793954,VV094,2,2,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV117,2.674273489,VV117.D9,Breeder_sows,363,363.T6,2,F,224,32,Breeding barn,Breeding,At first mating – Parity 1 ,Breeding_Gestation,-18,NA,6.81,5.62,5.71,0,4.92,5.28,4.65,0,0,6.85,6.23,4.81,0,5.32,5.19,5.32,0,0,0,3.81,9.74,5.33,5.84,98593,166815,156087,146117,93.61,142910,124122,79.52,98610,63.18,98593,166815,154067,150179,148360,125231,105734,0.633839883,VV117,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV095,2.476269088,VV095.B11,Breeder_sows,369,369.T3,2,F,70,10,Segregated Early Weaning (SEW) barn,First growing,1 day prior to moving to 2nd growing facility,Growing,-40,NA,6.63,4.46,3.98,0,4.28,5.57,5.41,0,3.81,6.5,6.39,5.45,3.51,0,0,4.62,0,0,3.81,4.46,10.07,5.6,5.47,94415,156481,146279,136357,93.22,133715,119392,81.62,95665,65.4,95657,156481,144048,140845,139258,120193,101094,0.646046485,VV095,2,2,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV079,2.249718785,VV079.A7,Breeder_sows,369,369.T1,2,F,21,3,Segregated Early Weaning (SEW) barn,First growing,At the time of purchase/entering 1st growing facility,Growing,-47,NA,6.64,6.28,5.29,6.31,5.08,6.38,0,5.52,5.13,6.59,6.13,5.19,4.11,5.41,5.11,5.19,0,4.11,0,3.98,10.92,6.57,6.61,88095,142823,133061,125232,94.12,123689,114925,86.37,88095,66.21,88095,142823,132462,130380,129393,114296,93785,0.65665194,VV079,4,1,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV132,2.006566946,VV132.E12,Breeder_sows,391,391.T8,1,F,350,50,Farrowing barn,Farrowing,On the day of parturition – Parity 1 ,Parturition,0,NA,6.89,5.66,5.64,4.35,5.11,5.49,5.05,4.2,0,6.59,6.26,4.72,4.35,4.26,4.39,4.54,0,0,0,0,9.44,5.28,5.46,99461,158559,147513,138314,93.76,135747,119313,80.88,99465,67.43,99461,158559,146709,143328,141159,121119,106897,0.674178066,VV132,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV091,1.377410468,VV091.B7,Breeder_sows,389,389.T3,1,F,70,10,Segregated Early Weaning (SEW) barn,First growing,1 day prior to moving to 2nd growing facility,Growing,-40,NA,6.57,5.31,5.31,0,0,4.85,4.78,4.16,3.38,6.59,6.23,4.58,0,3.81,3.38,0,0,3.75,3.98,4.11,9.24,5.02,1,95606,159957,150049,139641,93.06,137358,123433,82.26,95612,63.72,95606,159957,147484,144679,142671,123467,100592,0.628869009,VV091,2,2,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV115,1.26135217,VV115.D7,Breeder_sows,389,389.T6,1,F,224,32,Breeding barn,Breeding,At first mating – Parity 1 ,Breeding_Gestation,-18,NA,6.87,5.53,3.81,4.65,5.42,5.37,5.41,4.88,0,6.87,0,3.6,4.2,4.78,4.83,4.77,0,3.86,0,0,10.05,6.17,5.84,91215,158592,147518,139192,94.36,136431,119749,81.18,91215,61.83,91215,158592,147615,144000,142421,121446,98101,0.618574707,VV115,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV110,1.091305929,VV110.D2,Breeder_sows,366,366.T5,2,F,154,22,Gestation barn,Second growing,1 day prior to moving to sows barn,Growing,-28,NA,6.73,5.73,0,0,4.41,3.81,0,0,0,6.58,6.25,5.13,0,4.11,4.28,4.46,0,0,4.28,3.81,9.96,6.58,5.51,95299,149415,139241,130563,93.77,127868,113524,81.53,95309,68.45,95299,149415,138143,134726,133305,114791,101782,0.68120336,VV110,3,3,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV129,0.995817566,VV129.E9,Breeder_sows,292,292.T8,1,F,350,50,Farrowing barn,Farrowing,On the day of parturition – Parity 1 ,Parturition,0,NA,6.76,5.65,5.47,4.74,5.2,5.45,5.32,3.6,4.2,6.63,6.01,4.64,4.35,3.94,4.16,4.02,0,4.02,3.98,0,9.7,5.38,5.75,98719,160527,148775,139224,93.58,136668,122671,82.45,98727,66.36,98719,160527,148185,145143,143202,124308,106087,0.660867019,VV129,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV100,0.955474871,VV100.C4,Breeder_sows,391,391.T4,1,F,84,12,Gestation barn,Second growing,2 weeks after entry to 2nd growing facility,Growing,-38,NA,6.73,5.33,4.68,4.65,0,0,0,4.18,0,6.73,5.93,3.94,3.98,3.94,3.94,4.73,0,0,0,3.51,10.33,6.15,1,98740,161010,149379,139617,93.46,137031,122718,82.15,98746,66.1,98740,161010,148167,144768,143257,124468,105955,0.658064716,VV100,3,3,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV127,0.944465433,VV127.E7,Breeder_sows,369,369.T7,2,F,343,49,Breeding barn,Breeding,1 week prior to moving to farrowing house – Parity 1 ,Breeding_Gestation,-1,NA,6.71,5.73,4.51,0,4.71,5.11,4.62,4.68,0,6.66,5.17,3.81,0,3.98,4.11,4.2,0,0,4.28,0,10.34,5.5,5.89,109991,180053,166305,155410,93.45,152235,135411,81.42,110005,66.15,109991,180053,165384,161679,159711,137941,118098,0.655906872,VV127,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV119,0.918484501,VV119.D11,Breeder_sows,369,369.T6,2,F,224,32,Breeding barn,Breeding,At first mating – Parity 1 ,Breeding_Gestation,-18,NA,6.74,5.71,3.51,0,0,4.51,0,0,0,6.82,6.36,4.11,3.81,5.39,5.42,5.44,0,4.11,4.28,0,9.31,5.63,6.36,82983,139365,129802,123076,94.82,120774,106636,82.15,82988,63.93,82983,139365,130285,127324,125785,108392,89317,0.640885445,VV119,1,4,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
ASV685,VV108,0.632911392,VV108.C12,Breeder_sows,391,391.T5,1,F,154,22,Gestation barn,Second growing,1 day prior to moving to sows barn,Growing,-28,NA,6.32,5.34,0,0,4.2,5.41,0,3.94,0,6.56,0,0,3.81,4.08,3.68,3.68,0,0,0,0,10.7,5.74,5.65,77478,118810,110860,103576,93.43,101619,90013,81.2,77488,69.9,77478,118810,109335,106813,104986,91486,82930,0.698005218,VV108,3,3,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,no
